Name,Description,IP,FQDN,MAC,Non-Computing,STIGs,Labels,Metadata
Asset 149,Asset149 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label149
Label149","{""key:9"":""value:9""}"
Asset 150,Asset150 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label150
Label150","{""key:0"":""value:0""}"
Asset 151,Asset151 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label151
Label151","{""key:1"":""value:1""}"
Asset 152,Asset152 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label152
Label152","{""key:2"":""value:2""}"
Asset 153,Asset153 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label153
Label153","{""key:3"":""value:3""}"
Asset 154,Asset154 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label154
Label154","{""key:4"":""value:4""}"
Asset 155,Asset155 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label155
Label155","{""key:5"":""value:5""}"
Asset 156,Asset156 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label156
Label156","{""key:6"":""value:6""}"
Asset 157,Asset157 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label157
Label157","{""key:7"":""value:7""}"
Asset 158,Asset158 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label158
Label158","{""key:8"":""value:8""}"
Asset 159,Asset159 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label159
Label159","{""key:9"":""value:9""}"
Asset 160,Asset160 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label160
Label160","{""key:0"":""value:0""}"
Asset 161,Asset161 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label161
Label161","{""key:1"":""value:1""}"
Asset 162,Asset162 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label162
Label162","{""key:2"":""value:2""}"
Asset 163,Asset163 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label163
Label163","{""key:3"":""value:3""}"
Asset 164,Asset164 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label164
Label164","{""key:4"":""value:4""}"
Asset 165,Asset165 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label165
Label165","{""key:5"":""value:5""}"
Asset 166,Asset166 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label166
Label166","{""key:6"":""value:6""}"
Asset 167,Asset167 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label167
Label167","{""key:7"":""value:7""}"
Asset 168,Asset168 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label168
Label168","{""key:8"":""value:8""}"
Asset 169,Asset169 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label169
Label169","{""key:9"":""value:9""}"
Asset 170,Asset170 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label170
Label170","{""key:0"":""value:0""}"
Asset 171,Asset171 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label171
Label171","{""key:1"":""value:1""}"
Asset 172,Asset172 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label172
Label172","{""key:2"":""value:2""}"
Asset 173,Asset173 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label173
Label173","{""key:3"":""value:3""}"
Asset 174,Asset174 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label174
Label174","{""key:4"":""value:4""}"
Asset 175,Asset175 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label175
Label175","{""key:5"":""value:5""}"
Asset 176,Asset176 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label176
Label176","{""key:6"":""value:6""}"
Asset 177,Asset177 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label177
Label177","{""key:7"":""value:7""}"
Asset 178,Asset178 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label178
Label178","{""key:8"":""value:8""}"
Asset 179,Asset179 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label179
Label179","{""key:9"":""value:9""}"
Asset 180,Asset180 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label180
Label180","{""key:0"":""value:0""}"
Asset 181,Asset181 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label181
Label181","{""key:1"":""value:1""}"
Asset 182,Asset182 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label182
Label182","{""key:2"":""value:2""}"
Asset 183,Asset183 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label183
Label183","{""key:3"":""value:3""}"
Asset 184,Asset184 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label184
Label184","{""key:4"":""value:4""}"
Asset 185,Asset185 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label185
Label185","{""key:5"":""value:5""}"
Asset 186,Asset186 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label186
Label186","{""key:6"":""value:6""}"
Asset 187,Asset187 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label187
Label187","{""key:7"":""value:7""}"
Asset 188,Asset188 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label188
Label188","{""key:8"":""value:8""}"
Asset 189,Asset189 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label189
Label189","{""key:9"":""value:9""}"
Asset 190,Asset190 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label190
Label190","{""key:0"":""value:0""}"
Asset 191,Asset191 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label191
Label191","{""key:1"":""value:1""}"
Asset 192,Asset192 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label192
Label192","{""key:2"":""value:2""}"
Asset 193,Asset193 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label193
Label193","{""key:3"":""value:3""}"
Asset 194,Asset194 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label194
Label194","{""key:4"":""value:4""}"
Asset 195,Asset195 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label195
Label195","{""key:5"":""value:5""}"
Asset 196,Asset196 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label196
Label196","{""key:6"":""value:6""}"
Asset 197,Asset197 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label197
Label197","{""key:7"":""value:7""}"
Asset 198,Asset198 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label198
Label198","{""key:8"":""value:8""}"
Asset 199,Asset199 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label199
Label199","{""key:9"":""value:9""}"
Asset 200,Asset200 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label200
Label200","{""key:0"":""value:0""}"
Asset 201,Asset201 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label201
Label201","{""key:1"":""value:1""}"
Asset 202,Asset202 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label202
Label202","{""key:2"":""value:2""}"
Asset 203,Asset203 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label203
Label203","{""key:3"":""value:3""}"
Asset 204,Asset204 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label204
Label204","{""key:4"":""value:4""}"
Asset 205,Asset205 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label205
Label205","{""key:5"":""value:5""}"
Asset 206,Asset206 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label206
Label206","{""key:6"":""value:6""}"
Asset 207,Asset207 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label207
Label207","{""key:7"":""value:7""}"
Asset 208,Asset208 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label208
Label208","{""key:8"":""value:8""}"
Asset 209,Asset209 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label209
Label209","{""key:9"":""value:9""}"
Asset 210,Asset210 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label210
Label210","{""key:0"":""value:0""}"
Asset 211,Asset211 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label211
Label211","{""key:1"":""value:1""}"
Asset 212,Asset212 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label212
Label212","{""key:2"":""value:2""}"
Asset 213,Asset213 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label213
Label213","{""key:3"":""value:3""}"
Asset 214,Asset214 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label214
Label214","{""key:4"":""value:4""}"
Asset 215,Asset215 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label215
Label215","{""key:5"":""value:5""}"
Asset 216,Asset216 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label216
Label216","{""key:6"":""value:6""}"
Asset 217,Asset217 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label217
Label217","{""key:7"":""value:7""}"
Asset 218,Asset218 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label218
Label218","{""key:8"":""value:8""}"
Asset 219,Asset219 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label219
Label219","{""key:9"":""value:9""}"
Asset 220,Asset220 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label220
Label220","{""key:0"":""value:0""}"
Asset 221,Asset221 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label221
Label221","{""key:1"":""value:1""}"
Asset 222,Asset222 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label222
Label222","{""key:2"":""value:2""}"
Asset 223,Asset223 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label223
Label223","{""key:3"":""value:3""}"
Asset 224,Asset224 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label224
Label224","{""key:4"":""value:4""}"
Asset 225,Asset225 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label225
Label225","{""key:5"":""value:5""}"
Asset 226,Asset226 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label226
Label226","{""key:6"":""value:6""}"
Asset 227,Asset227 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label227
Label227","{""key:7"":""value:7""}"
Asset 228,Asset228 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label228
Label228","{""key:8"":""value:8""}"
Asset 229,Asset229 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label229
Label229","{""key:9"":""value:9""}"
Asset 230,Asset230 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label230
Label230","{""key:0"":""value:0""}"
Asset 231,Asset231 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label231
Label231","{""key:1"":""value:1""}"
Asset 232,Asset232 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label232
Label232","{""key:2"":""value:2""}"
Asset 233,Asset233 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label233
Label233","{""key:3"":""value:3""}"
Asset 234,Asset234 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label234
Label234","{""key:4"":""value:4""}"
Asset 235,Asset235 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label235
Label235","{""key:5"":""value:5""}"
Asset 236,Asset236 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label236
Label236","{""key:6"":""value:6""}"
Asset 237,Asset237 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label237
Label237","{""key:7"":""value:7""}"
Asset 238,Asset238 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label238
Label238","{""key:8"":""value:8""}"
Asset 239,Asset239 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label239
Label239","{""key:9"":""value:9""}"
Asset 240,Asset240 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label240
Label240","{""key:0"":""value:0""}"
Asset 241,Asset241 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label241
Label241","{""key:1"":""value:1""}"
Asset 242,Asset242 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label242
Label242","{""key:2"":""value:2""}"
Asset 243,Asset243 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label243
Label243","{""key:3"":""value:3""}"
Asset 244,Asset244 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label244
Label244","{""key:4"":""value:4""}"
Asset 245,Asset245 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label245
Label245","{""key:5"":""value:5""}"
Asset 246,Asset246 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label246
Label246","{""key:6"":""value:6""}"
Asset 247,Asset247 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label247
Label247","{""key:7"":""value:7""}"
Asset 248,Asset248 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label248
Label248","{""key:8"":""value:8""}"
Asset 249,Asset249 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label249
Label249","{""key:9"":""value:9""}"
Asset 250,Asset250 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label250
Label250","{""key:0"":""value:0""}"
Asset 251,Asset251 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label251
Label251","{""key:1"":""value:1""}"
Asset 252,Asset252 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label252
Label252","{""key:2"":""value:2""}"
Asset 253,Asset253 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label253
Label253","{""key:3"":""value:3""}"
Asset 254,Asset254 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label254
Label254","{""key:4"":""value:4""}"
Asset 255,Asset255 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label255
Label255","{""key:5"":""value:5""}"
Asset 256,Asset256 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label256
Label256","{""key:6"":""value:6""}"
Asset 257,Asset257 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label257
Label257","{""key:7"":""value:7""}"
Asset 258,Asset258 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label258
Label258","{""key:8"":""value:8""}"
Asset 259,Asset259 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label259
Label259","{""key:9"":""value:9""}"
Asset 260,Asset260 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label260
Label260","{""key:0"":""value:0""}"
Asset 261,Asset261 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label261
Label261","{""key:1"":""value:1""}"
Asset 262,Asset262 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label262
Label262","{""key:2"":""value:2""}"
Asset 263,Asset263 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label263
Label263","{""key:3"":""value:3""}"
Asset 264,Asset264 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label264
Label264","{""key:4"":""value:4""}"
Asset 265,Asset265 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label265
Label265","{""key:5"":""value:5""}"
Asset 266,Asset266 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label266
Label266","{""key:6"":""value:6""}"
Asset 267,Asset267 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label267
Label267","{""key:7"":""value:7""}"
Asset 268,Asset268 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label268
Label268","{""key:8"":""value:8""}"
Asset 269,Asset269 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label269
Label269","{""key:9"":""value:9""}"
Asset 270,Asset270 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label270
Label270","{""key:0"":""value:0""}"
Asset 271,Asset271 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label271
Label271","{""key:1"":""value:1""}"
Asset 272,Asset272 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label272
Label272","{""key:2"":""value:2""}"
Asset 273,Asset273 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label273
Label273","{""key:3"":""value:3""}"
Asset 274,Asset274 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label274
Label274","{""key:4"":""value:4""}"
Asset 275,Asset275 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label275
Label275","{""key:5"":""value:5""}"
Asset 276,Asset276 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label276
Label276","{""key:6"":""value:6""}"
Asset 277,Asset277 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label277
Label277","{""key:7"":""value:7""}"
Asset 278,Asset278 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label278
Label278","{""key:8"":""value:8""}"
Asset 279,Asset279 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label279
Label279","{""key:9"":""value:9""}"
Asset 280,Asset280 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label280
Label280","{""key:0"":""value:0""}"
Asset 281,Asset281 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label281
Label281","{""key:1"":""value:1""}"
Asset 282,Asset282 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label282
Label282","{""key:2"":""value:2""}"
Asset 283,Asset283 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label283
Label283","{""key:3"":""value:3""}"
Asset 284,Asset284 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label284
Label284","{""key:4"":""value:4""}"
Asset 285,Asset285 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label285
Label285","{""key:5"":""value:5""}"
Asset 286,Asset286 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label286
Label286","{""key:6"":""value:6""}"
Asset 287,Asset287 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label287
Label287","{""key:7"":""value:7""}"
Asset 288,Asset288 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label288
Label288","{""key:8"":""value:8""}"
Asset 289,Asset289 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label289
Label289","{""key:9"":""value:9""}"
Asset 290,Asset290 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label290
Label290","{""key:0"":""value:0""}"
Asset 291,Asset291 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label291
Label291","{""key:1"":""value:1""}"
Asset 292,Asset292 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label292
Label292","{""key:2"":""value:2""}"
Asset 293,Asset293 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label293
Label293","{""key:3"":""value:3""}"
Asset 294,Asset294 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label294
Label294","{""key:4"":""value:4""}"
Asset 295,Asset295 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label295
Label295","{""key:5"":""value:5""}"
Asset 296,Asset296 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label296
Label296","{""key:6"":""value:6""}"
Asset 297,Asset297 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,False,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label297
Label297","{""key:7"":""value:7""}"
Asset 298,Asset298 Description,1.1.1.1,Asset-f.q.d.n,awdawdwa,True,"VPN_SRG_TEST
Windows_10_STIG_TEST","Label298
Label298","{""key:8"":""value:8""}"
